
========== 绗?1 闆?==========
[00:00:21] 好考一下大。
[00:08:27] 你一个盆栽里面的土，它就是阴性的土，是不是？
[00:08:32] 你一小块菜地？
[00:08:34] 阴性的土对它相比不是大山坟包也都可以对，
[00:08:44] 戊土什不阳土，对广袤的土地，
[00:08:48] 乙土的话小土包好，还剩下根新。
[00:08:55] 阳性的经和阴性的经分别是什么？
[00:09:03] 不要想。
[00:09:05] 太久。
[00:09:08] 都给我打。
[00:09:09] 出来。
[00:09:15] 机械指甲刀。
[00:09:19] 很好。
[00:09:20] 一个很大的金属是不是？
[00:09:24] 一个很小的金属挖雪机钥匙，对，
[00:09:28] 汽车，对，武器首饰对，机器飞机铆钉。
[00:09:35] 对，这是阳性的金属。
[00:09:39] 清楚，铁塔首饰都气是不是？
[00:09:49] 新的话小的时候是药匙。
[00:09:53] 好，还有水，壬水癸蕊。
[00:09:55] 那么阳气水的是什么？
[00:09:59] 大江大河是不是？
[00:10:02] 江河海沥清水小水饮料是不是？
[00:10:08] 小溪是不是好？
[00:10:10] 这就就是十个天盖，大概对他基本上有点概念的。
[00:10:20] 好，同学们讲完了，今天这节课到此结束。
[00:10:28] 开个玩笑，好，今天我们讲的这个石天干，比如说经常会有什么用处？
[00:10:37] 很多同学们就会问，比如问我是属什么命的？
[00:10:43] 然后有的人说你是金命，你是火命，你是土命，然后你也不是怎么算。
[00:10:51] 所以今天给大家讲这个属讲义论治。
[00:10:57] 好，现在谁愿意可以在随便在找一个排
[00:11:06] 万一利一的把自己出生的这个时间。
[00:11:17] 随发有。
[00:11:18] 找个。
[00:11:19] 今天就好了。
[00:11:28] 你们这些。
[00:11:30] 你看这些都。
[00:11:32] 让我省心，是不是给我个数字，还让我就给你们送。
[00:11:38] 好，你看他是出生什么时候？
[00:11:43] 你看下面这个毛毛是不是还给我排好了，是不是？
[00:11:48] 那我把这个标准的拿出来，大家现在就同学们基本上看得懂了。
[00:11:55] 丁卯是个。
[00:11:57] 是什么？
[00:11:58] 丁卯是什么？
[00:12:01] 是他的出生什么出生年份？
[00:12:04] 他是丁卯年出生的，是不是？
[00:12:08] 根戊是什么鬼？
[00:12:09] 这应该是应该是根戌是吧？
[00:12:19] 注意，这字打错来了，等于是个虚字。
[00:12:23] 戊是天干，你这个字搞清楚，有几我们有几个字的话，你们一定要分清楚。
[00:12:30] 意学中很像的一个是戊，一个是虚。
[00:12:33] 戊的话是这个阳土，是天干。
[00:12:36] 中间这个虚的话其实也是阳土。
[00:12:39] 但是它代表地支，就代表这个狗，知道吗？
[00:12:42] 代表这个狗。
[00:12:43] 那么还有几个阴性的土是什么？
[00:12:46] 是己是不是？
[00:12:48] 还有一个跟这个己很像的地支是什么？
[00:12:54] 四哎，你看看区别啊。
[00:13:01] 4、看到没有？
[00:13:02] 这个乙乙的话是那个甲乙戊的乙，
[00:13:07] 你看那个乙弯弯曲曲的像小草一样的，
[00:13:11] 他就是那个他就是那个那个那个什么来着？
[00:13:16] 我一看见阿拉蕾说翻牌了，我突然思路被打断了。
[00:13:24] 这个乙的话就是阴戊是吧？
[00:13:27] 这个己的是属土，就是阴土。
[00:13:30] 这个巳的话，就是那个蛇。
[00:13:34] 对不对？
[00:13:41] 好，那么他出生在是丁卯年、
[00:13:46] 庚戌月、甲辰巳乙亥时，
[00:13:53] 好年月日食。
[00:13:55] 通常来说我们看你属什么的，
[00:14:01] 命主流的方法一帮是两种。
[00:14:06] 第一种我先不说，
[00:14:10] 第二种就是看日干。
[00:14:14] 日干是。
[00:14:15] 什么意思？
[00:14:17] 这个两个字分别是由一个天干一个地支共同组成的，
[00:14:25] 他那叫花甲树，名字叫花甲。
[00:14:27] 就是你看到这种一个天跟一个组成的一个地支组成的凑到一起的这是花甲。
[00:14:35] 那么他左边这个第一个是天干，是不是？
[00:14:39] 右边那个是地支，他这个乙亥是不是时？
[00:14:43] 好，那么乙亥它就是乙亥时出生的，
[00:14:47] 那么这个乙的话就是他的时的天干，亥就是它时的地支。
[00:14:52] 所以我们把乙的话叫实干，把亥的话叫时支。
[00:14:57] 好听听懂听能打一。
[00:15:04] 这个甲辰的话是日，那么这个甲的话就是日干，
[00:15:11] 这个晨就是日知，听明白没有？
[00:15:16] 好，通常论命的话，
[00:15:19] 看你是什么命，就是以日干为主。
[00:15:26] 那么你看下这个日干甲木是什么？
[00:15:31] 五行是什么？
[00:15:35] 木阳木是不是，所以你就可以就说他的。
[00:15:41] 但是一般来说说你这你命是什么命？
[00:15:45] 你是土命什么的，这种画的太业余，太不严谨，太容易被别人抓到把柄。
[00:15:53] 所以我们就稍微退过来说说你的这个日主属木。
[00:15:59] 你可以说日干，也可以说日主。
[00:16:02] 日主的话就这个主的话就体现出它非常重要，
[00:16:08] 所有的八字都围绕着这个字为准为主，
[00:16:12] 它是主人所有的字围绕他来做核心运作，做做做这个作用关系的。
[00:16:20] 好，那么他是个物命，它代表了什么呢？
[00:16:24] 那么我们就可以根据这个天干，
[00:16:28] 就这个甲字它的特点来进行一个分析。
[00:16:33] 好，我们看啊这个甲是不是一个高大的大树，
[00:16:39] 大树的特点是不是就下面比较直，
[00:16:44] 上面比较大，是不是？
[00:16:50] 如果是一个。
[00:16:51] 人像一个树一样的话，那么他会什么样子的？
[00:16:58] 上面就是他头，下面是他的身子。
[00:17:04] 这样的话你说。
[00:17:06] 这个人的话他长的特点是什么？
[00:17:16] 是不是脸比他大？
[00:17:21] 是不头比较大，是不是脸面比较大？
[00:17:25] 说明这个人比较油，什么有面子你知道吗？
[00:17:44] 听到没有？
[00:17:46] 像这种甲木的代表人物。
[00:18:33] 反正你们不认识。
[00:18:53] 嗯。
[00:19:07] 扩制成多没到对，
[00:19:12] 这就吃了面子果实的。
[00:19:18] 死光。
[00:19:20] 是。
[00:19:24] 是不是很有面子是吧？
[00:19:27] 所以甲木的特点就是名气比较大。
[00:19:32] 面子是什么？
[00:19:33] 面子就是个名气。
[00:19:35] 他一般代表名人，代表领导，代表什么国王是不是？
[00:19:43] 明星是不是可能也有一点点，是不是？
[00:19:47] 总之就是名气比较大是吧？
[00:19:50] 好，所以一般来说有名气的人是不是平时都非常喜欢保护自己的一个形象，
[00:19:59] 是不是？
[00:19:60] 说的那个点就比较喜欢装逼是不是？
[00:20:08] 所以日干是甲木的人的话，
[00:20:12] 他有的通常的特点怎么样，重名声。
[00:20:20] 是不是讲。
[00:20:24] 信誉。
[00:20:25] 讲信用。
[00:20:36] 虚有虚荣心是吧？
[00:20:48] 说好听点有领导气质是不是？
[00:20:56] 是不是你看甲戊这个数，大树是不是就这么个特点？
[00:21:03] 所以你给人看八字一排出来一看日干是甲木。
[00:21:08] 你说你这个人很有领袖气质是不是？
[00:21:12] 为人在外面的话很重视自己的名声是不是？
[00:21:26] 甲木就不会云淡风轻。
[00:21:29] 甲木怎么样？
[00:21:30] 很有上进心，有进取心，是不是？
[00:21:33] 很重视自己的社会形象、社会地位，是吧？
[00:21:42] 好，我们再来一个，
[00:21:44] 实际上不再把自己的八字发出来啊好，
[00:21:52] 这里面乙丑日，你看这个乙丑你是什么？
[00:22:00] 先大概告诉我。
[00:22:07] 花草乙是阴木是不是对吧？
[00:22:10] 花草是不是柔弱的小草，它有个什么特点？
[00:22:28] 他比较温柔是不是？
[00:22:38] 比较有艺术气息是不是？
[00:22:47] 为人做事协调能力强。
[00:22:55] 你看那个乙木不是很很温柔的道吗？
[00:22:59] 很柔软很灵活的。
[00:23:01] 它不像甲木原则性那么强，
[00:23:05] 是不是比较温柔，是不是比较灵活？
[00:23:13] 比较细心是不是？
[00:23:15] 细先不说了，
[00:23:18] 他的空的特点他不爱跟人直来直去，
[00:23:24] 明明是说你不好，他还拐个弯说你是不是？
[00:23:28] 你其实这个事情非常的好，是不是，但是还有一点点小小的不足是吧？
[00:23:35] 反正做什么事情他就拐了弯来。
[00:23:38] 相反的缺点中，缺点注定就是说性格上比较什么好听说委婉，
[00:23:43] 但是性格上比较软弱，是不是？
[00:23:47] 比较容易依赖别人，比较没有原则，容易受别人的影响，是不是？
[00:23:53] 那么这就一个特点，有这种感觉没有？
[00:23:58] 所以你去你想想那个植物是不是要那种感觉。
[00:24:02] 好，我们再来一个继续发。
[00:24:09] 这个鱼已经发过了就可了。
[00:24:12] 好，看到了，看那个饼，这个丙是什么呢？
[00:24:17] 丙是不是阳虎？
[00:24:21] 是不是叫太阳？
[00:24:23] 太阳的特点是什么？
[00:24:28] 发光发热是不是？
[00:24:31] 所有者都围着它转是不是？
[00:24:35] 太阳的话它时刻向外部释放能量，
[00:24:40] 所以像这种丙火日烛的，通常来说性格比较热情，
[00:24:47] 比较爽快，比较开朗，是不是？
[00:24:57] 整体来说他感觉是比较怪象是吧？
[00:25:01] 但是缺点来说，心里藏不住事，
[00:25:05] 脾气不好有什么东西就容。
[00:25:10] 易爆。
[00:25:10] 发出来。
[00:25:12] 好，我们再来。
[00:25:22] 好，你看钉是什么？
[00:25:24] 钉是小蜡烛，是不是？
[00:25:26] 小灯小电器钉的这个造型的话就像个钉子一样的。
[00:25:32] 钉子的话是会比较尖锐，是不是很细？
[00:25:37] 所以像这种小的东西，它工作起来的话精确度非常高。
[00:25:43] 这钉子的话你歪一点打的话都影响效果，是不是？
[00:25:50] 对细心钉的特点，它首先第一个它细心直接尖锐，
[00:25:56] 他碰到事情他不拐弯，也容易风风火火，
[00:26:01] 容易突然一时兴起就搞什么事情。
[00:26:06] 但是这个钉的话是不是很短？
[00:26:10] 钉子是不是？
[00:26:11] 然后蜡烛的话你燃的时间不长，是不是？
[00:26:18] 所以它最大的用于弱点，第一个就是说容易三天打鱼两天晒网，
[00:26:26] 容易放弃他这个执行力虽然比较强，但是红很。
[00:26:31] 恒心不足。
[00:26:34] 这个优点是啊你说他细心是不是？
[00:26:38] 缺点可以说它比较较真是不是？
[00:26:41] 计较是不是？
[00:26:43] 所以其实我们学在就发现优点和缺点都是一回事，
[00:26:49] 或者没有，我看一下。
[00:27:18] 怎么回事？
[00:27:20] 怎么。
[00:27:21] 蹦过来呢？
[00:27:31] 稍等一下啊，我调一下库制。
[00:30:04] 直播出问题了，
[00:30:08] 好像我们的我们这个视频托管现出问。
[00:30:17] 题了。
[00:30:40] 我这样，我想个解决方案，
[00:30:44] 临时一下有多少人扩制的？
[00:32:35] 好的，你先这样。
[00:32:42] 好，那我们继续。
[00:32:44] 好。
[00:32:48] 这个是天灾。
[00:33:05] 对，屏幕前显示5。
[00:33:08] 好，我们再开始继续来继续发。
[00:33:13] 算了。
[00:33:14] 钉发完了。
[00:33:19] 没法误解的，那我就直接讲悟。
[00:33:23] 这个雾是广袤的土地，土地的话就是一个特点，
[00:33:28] 是不是你随便怎么折腾他他都不反抗你。
[00:33:32] 悟的人比较老实是吧？
[00:33:34] 第二个的话土地的话自古以来占用多少的土地就等于占用多少的财富，
[00:33:42] 所以土地来说现在也代表着财富，
[00:33:45] 物的人个属物的人比较忠厚，比较老实，就本分。
[00:33:51] 这个人的话就是最少表面上看起来你就说好听是不是？
[00:33:58] 大智若愚是不是？
[00:34:01] 说不好听的。
[00:34:03] 属木的人。
[00:34:04] 比较笨。
[00:34:06] 也憨，这就物的特点，物也代表肉，属物的人多容易胖。
[00:34:15] 好，那么再看己己的话这个特点，
[00:34:20] 你看己的特点，己是就像一个人低着头在这里。
[00:34:26] 就古代的话是不是这种妇女，是不是女人给别请安的时候，大家闺秀是不是？
[00:34:34] 尤其是家庭条件比较好的，给人钱就是这样的心理。
[00:34:40] 但是这个地位低一点的或者是这些妃子格格是不是？
[00:34:49] 有的的话就是像己这样，
[00:34:53] 你看乙和己的最大的区别就是乙的它主要是比较柔。
[00:34:59] 你来的话它跟打太极一样的给它化解过去这个己的就是拐弯
[00:35:07] 拐的特别多，
[00:35:09] 这个乙的话其实是？
[00:35:12] 它是圆的拐弯，这个挤的是转弯，在这转转了好多下了。
[00:35:18] 这就像我像在他的心思一样的，
[00:35:22] 你跟他说句话，他心思里就想到好多事情去了。
[00:35:27] 所以挤的这个人思考能力比较强，
[00:35:31] 策划能力比较强，分析问题比较擅长。
[00:35:36] 所以疏以己的人适合从事这种策划工作，
[00:35:41] 用脑的这个工作，用嘴的工作。
[00:35:45] 如果是不好的话，就是挤个人心思太重。
[00:35:50] 好，那么再看根根的特点，你看大型的金属是不是武器，
[00:35:57] 所以属根的就比较强势，比较强硬，比较霸道。
[00:36:04] 辛辛的话辛亥革命是不是属辛的人他要闹革命。
[00:36:11] 也就是说新的人这个文处事的方式不喜欢墨守成规，喜欢改革，
[00:36:18] 喜欢变化，喜欢推陈出新，
[00:36:21] 对自己的这个生活喜欢处处倒就是有点心意，不甘于寂寞。
[00:36:29] 做事情是不是总归是想的更好的解决方法，
[00:36:35] 不愿意在一个固定的岗位里面做重复的工作，
[00:36:41] 你个心心就是多变变化，但这个心的话你变化要成功是不是？
[00:36:47] 你个造反应的造反成功了这叫革命，造反不成功这叫造反，是不是？
[00:36:53] 你改革成功了叫改革，改革失败了这个错误是吧？
[00:36:57] 好人水癸水，人是大海的水，它奔流不息，所以属人的人就要多动。
[00:37:05] 再个属人的话这个水它代表智慧，
[00:37:09] 所属人的话比较有一种学者气质。
[00:37:18] 这个鬼和人差不多，但是鬼的话他相对来说比较小。
[00:37:25] 他不像这个人流动那么大，
[00:37:29] 在小范围流动对鬼的这个性格就是比较敏感，
[00:37:35] 比较柔弱，比较有文。
[00:37:39] 艺青。
[00:37:40] 年这种。
[00:37:45] 17年乙，
[00:37:47] 艺术青年鬼的话是文青与文青这个鬼鬼。
[00:38:09] 好，那么如果再想了解这方面的详细的，
[00:38:15] 大家可以自行在课后去网上搜，
[00:38:20] 是不是时间干与性格是不是你。
[00:38:25] 自己觉得好玩就可以可。
[00:38:27] 以再了解。
[00:38:29] 但是这个东西能不能准确呢？
[00:38:32] 就是他有这个信息在，是不是？
[00:38:35] 但是你我们就玩玩就可以了。
[00:38:39] 因为你的你一个八字是不是它有八个字，你这个东西虽然为主的话，
[00:38:46] 它只是他其中的一个，他时刻受到其他的字的作用。
[00:38:51] 那么有的字对了作用之后会让他很更强，有的字对了作用之后会让他变弱。
[00:38:57] 所以经过一些组合之后，最终体现到人的这个性，人的表现上。
[00:39:02] 他是经过了很多加工处理的，
[00:39:04] 有的的话处理以后跟这个本性就已经比较不像了。
[00:39:09] 但是这个就是大家刚学的时候，用这个东西可以简单的好玩一下。
[00:39:16] 反正你就这么跟人说，一般也错不了，
[00:39:21] 只是说你要掌握好这个方式方法，是不是？
[00:39:25] 你不能看那个假的人，你说是不是，
[00:39:29] 你这个人贪慕虚荣是不是很要面子是不是？
[00:39:34] 你那说好听一点，你这个人非常注重自己的这个名声，
[00:39:39] 而且为人有上进心是不是？
[00:39:42] 别人这样子爱听，反正你只要瞎扯的都说好听的。
[00:39:50] 你这个鬼你不能碰到鬼，你说你这个人是不是好色，是不是？
[00:39:55] 绿茶婊是不是？
[00:39:56] 你不能这样说。
[00:39:59] 你要说你的内心是不是有非常柔软敏感的那一面，
[00:40:07] 是不是？
[00:40:10] 父仅讲你自己是不是和你身边的人都融化了，是吧？
[00:40:21] 掌握方式，这个东西就是好玩的。
[00:40:26] 好，那么这个是大概的这么个套路，
[00:40:30] 所以大家就是现在可把时间概打出来。
[00:40:35] 刚才我讲过，那么你们背不要去看，打错是完全没有关系的，
[00:40:40] 错误没有关系的，错错了也没有关系。
[00:40:43] 但是你们现在把它默写出来，因为我们之前练了那么多遍，
[00:40:49] 是不是让你练顺了，你只要把练顺了这个再念出来就好了。
[00:41:42] 嗯，很好啊。
[00:41:48] 好，这是的一种方式。
[00:41:52] 好，那么现在我们再回到这个九宫的知识。
[00:42:00] 9公里的知识，下面这个北。
[00:42:04] 方是不是属水？
[00:42:07] 上面属火，这属木、这属金，是不是？
[00:42:14] 这四个是对的。
[00:42:19] 那么你看放在一年四季的话，哪个季节属木？
[00:42:24] 其实第一节课五行那张表上就有的，春天属木，植物出来了是不是？
[00:42:32] 春吧夏秋冬，冬天属水，然后中间可能上下在在辐射一个范围，
[00:42:39] 这个无所谓，我们大概知道什么在这块就行了。
[00:42:44] 所以东方的话属木木的话在。
[00:42:48] 天干是什么？
[00:42:50] 哪两个天天输甲。
[00:42:52] 乙对不对？
[00:42:54] 好，现在教大一个小法术，去温州。
[00:42:60] 现在夏天来了，蚊子比较多，有的时候就是没有蚊帐，
[00:43:06] 又没有这个花露水、什么驱蚊液、蚊香的时候，用过这个方法。
[00:43:13] 你用一个碗，随便一个碗，一次性杯子也行，
[00:43:17] 随用杯子也行，装上干净的水，用三山诀去顶这个碗。
[00:43:22] 三山诀什么呢？
[00:43:24] 你看这个姿势，无名指和中指弯起来，食指、
[00:43:29] 拇指、小指竖起来，顶住这个碗，端着这个水。
[00:43:36] 右手一边沾水，一边向各个方向来撒。
[00:43:42] 一洒东方甲乙木，东方滚子不进屋，爱洒西方根根心青，
[00:43:50] 自己改一下人心经，西方蚊子不动心。
[00:43:53] 三洒丙丁南方火，南方蚊子不见我，四洒北方人归水，北方蚊子搓背。
[00:43:60] 五洒物起中央土，中央蚊子轻如土。
[00:44:03] 打东方的时候就面朝东方撒，打西方就面朝西方撒。
[00:44:08] 刚开始你们如果不是没有练功的话，
[00:44:12] 能量比较小，范围尽量小一点，就在床附近是不是？
[00:44:17] 或者你的这个桌子附近，用这个方式来一遍，
[00:44:22] 来一遍之后这边上就流到这个结界，文字就不断运埋。
[00:44:31] 你是老学。
[00:44:33] 员吗？
[00:44:37] 你是上上课上直播。
[00:44:41] 课的吗？
[00:44:44] 还是跟着跟着现场上课的，还是看录像的？
[00:44:52] 这刺激。
[00:44:53] 一般这个取决。
[00:44:55] 效果多长，取决于自身的能量。
[00:44:59] 我们原来第一次交代的时候到现在，
[00:45:04] 每一期很多同学都用，大部分效果都相当好。
[00:45:10] 但是关键是时间管多长，不一定。
[00:45:14] 有的短的就是蚊子一直在咬着。
[00:45:19] 有的半个小时、1个小时、2个小时，
[00:45:23] 有的这个气场比较足的，就能管个通宵。
[00:45:28] 这个跟不用练功的，但是你说有点功力的话，效果更好，不用电功有效果。
[00:45:39] 当然，你还可以让我单独给你过宫。
[00:45:47] 我是我来卖易耗品，是不是教你个方法，给你那车，
[00:45:52] 然后专门的什么买了卖卖一般卖机油是不是？
[00:45:58] 开个玩笑，自己运用，那么这个方式自己回去弄弄，
[00:46:04] 重点是通过这个咒语来记住，
[00:46:08] 十天干跟五行还有方位事间的关系，听懂没有？
[00:46:26] 天哪，这个是我自己都没有留，就你们定了多少，你付了多少，自己都没有。
[00:46:46] 好，说完这个天干了之后，
[00:46:52] 现在就看看一个非常重要的事情，
[00:46:58] 天干相合就十个天干是不是就像五行一样的，有的好有的不好。
[00:47:05] 那么十个天干凑到一起，
[00:47:08] 各个的性格他一定也会有好有不好，那他是怎么样的呢？
[00:47:15] 甲乙属木，甲不甲乙甲乙是相合的，就是这个甲和己是两口是一对。
[00:47:23] 你也可以说他们是两口子是吧？
[00:47:26] 乙和庚是两口子，丙和辛是两口子，丁和壬是戊和癸，什么规律呢？
[00:47:33] 甲乙丙丁戊己庚辛壬癸，从戊这个地方开始剖开，然后把后面的对对上来，
[00:47:40] 对上来这个2两2两对对对上，这就是天干五合，听得懂吗？
[00:47:47] 听懂吗？
[00:47:54] 好，他们为什么这样子画？
[00:47:56] 你看我们分析一种性格，这个甲是不是代表领导，古时候是不是代表皇帝，
[00:48:03] 是不是面子很大，是不是好，这种人特别的要面子，
[00:48:07] 是不是不允许别人武励他，那么只有谁是最容易做得到的人。
[00:48:14] 因为这里面我们看性格比较那个的话，
[00:48:18] 以物是不是还可以，是不是比较柔弱。
[00:48:22] 还有就是极土，你看这两个人的姿势都是在尽礼在下跪的姿势，
[00:48:30] 但是以物更能揣测圣心甲是皇帝的话，
[00:48:36] 那么皇帝的对象是不是妃子？
[00:48:40] 己就是妃子。
[00:48:41] 那么你看这部的后宫戏是不是？
[00:48:45] 如果是说智商太简单，你的是不是活活不过第二集。
[00:48:51] 对，只有像己这种星眼特别多，才能生存到最后。
[00:48:58] 好，那么你再看己的这种造型像什么？
[00:49:02] 你看他们弯弯曲曲在这里像什么？
[00:49:07] 像不像大脑的那种结构。
[00:49:16] 然后人身上跟大佬很像的一个东西就是橙子。
[00:49:28] 大佬和大肠是很像的。
[00:49:58] 所以经常说这个人脑袋很活的话，说他花花肠子很多，是不是这样的？
[00:50:07] 挤的就是这种特点。
[00:50:10] 好，我们再看这个甲是一个大树，一个大树长在一个土上，
[00:50:16] 是不是长在广袤的土上面，大地上是不是很孤单，显不出它的高贵。
[00:50:24] 怎么样才能显出这个树比较牛逼，比较有名气，比较重要。
[00:50:30] 一般来说是不是在这个树边上给它做个小花盆，
[00:50:36] 做个做做一些这个。
[00:50:44] 是不是？
[00:50:44] 你看我们在城市里看到一些老树，
[00:50:47] 是不是边上给他围这么一圈，然后把这个土培在里面。
[00:50:52] 这一看这个树就是古树，就是明树，是不是？
[00:50:55] 你要光秃秃的就长在这个外面的话，这个树就不值钱了，对不对？
[00:50:60] 所以围上这个小跨圃的话，这个是什么？
[00:51:04] 这是不是就极土？
[00:51:07] 所以只有集土中性格才能显出假的高贵，听懂没有？
[00:51:17] 所以他们两个的在。
[00:51:20] 一起比较合适。
[00:51:26] 戊鬼相合土克水，会不会会矛盾？
[00:51:30] 那么你看一下你有没有发现所有相克的全部是相克。
[00:51:37] 甲是戊克己土，庚是金克乙戊，丙是火克辛金，壬是水克丁火，
[00:51:45] 戊时土克癸水，你没发现，但他们克是阴阳相克，是不是？
[00:51:51] 男人克女人，女的柯南的互。
[00:51:55] 这个阴阳相克最大特点就是你知道吗？
[00:51:60] 就是什么样才能克课的话，是不是非常。
[00:52:06] 强烈的。
[00:52:09] 冲击是这样。
[00:52:15] 你说什么样的人是跟你发生非常强烈冲
[00:52:23] 击会比较。
[00:52:24] 合情合理？
[00:52:27] 一个就你的敌人。
[00:52:29] 一个是你的对象。
[00:52:36] 你说情侣之间那种感情是不是相克的感情，
[00:52:40] 他对你那么多的要求，对你那么多的约束，是不是？
[00:52:55] 这跟矛盾没有任何关系。
[00:52:58] 但是你发现你看下面的，
[00:53:01] 下面的这种相克庚金克甲木，这种就比较厉害了。
[00:53:07] 它是阳克阳阴克金。
[00:53:09] 所以你会发现同性相克这是凶的这叫克异性相克这叫合，
[00:53:17] 是不是？
[00:53:18] 你没读过书，
[00:53:20] 中学的时候有没有专门去欺负一个班上的女同学或者男同学，
[00:53:28] 为什么欺负他？
[00:53:35] 又不好意思，是不是，为了显出你的重要，
[00:53:40] 是不是，你只能经常干一件硌他的事情，是不是？
[00:53:50] 你再看两个人相处，是不是两个人相处，情侣相处，
[00:53:55] 你从哪一点能看出他们两个是关系很好？
[00:54:01] 不是看他们走的多近，是看他们能互相包容对方对自己伤害的多深。
[00:54:09] 是不是？
[00:54:10] 你想想一个不认识的人是不是跟你说对不对，
[00:54:14] 你怎么这么都不回家，是说关你屁事是不是？
[00:54:18] 你还想管我请克我是吧，但是你对象说怎么还不回家，是不是？
[00:54:24] 再不回家，你是不是回来，跪罗斯科是不是？
[00:54:28] 这不相克是不是？
[00:54:30] 这种相克容忍越深感情越深，是不是不是看你们好到什么程度，
[00:54:35] 约炮也可能好的很成好的很深，
[00:54:41] 是不是道理，是不是？
[00:54:45] 来吧，彼此伤害了。
[00:54:48] 是不是？
[00:54:50] 来吧，伤害，
[00:54:55] 太沉诺那把时。
[00:55:01] 光。
[00:55:05] 我们再。
[00:55:07] 看。
[00:55:08] 这个甲木，如果是皇帝的话，
[00:55:15] 好大来看看尼布跟他是什么关系。
[00:55:25] 是他的妹妹。
[00:55:27] 原来很多人会说乙戊是他的老婆，是不是是皇后？
[00:55:32] 其实不对，是不是甲和乙都属木的，但同一个妈生的都是水生的，就大妹妹是吧？
[00:55:39] 好了，甲木最怕什么？
[00:55:46] 甲木是不是最怕根金？
[00:55:49] 根茎克甲木，根金是斧头，根金是不是武将？
[00:55:55] 是不是武器也代表武将，是不是也代表敌人。
